Date,Chemical,Crop,Rate,Chemical
1/11/2000,0.071958,Almond,Section Level Rate,Chlorpyrifos
1/12/2000,0.0020525,Almond,Section Level Rate,Chlorpyrifos
1/13/2000,0.00050218,Almond,Section Level Rate,Chlorpyrifos
1/14/2000,0.0013525,Almond,Section Level Rate,Chlorpyrifos
1/15/2000,0.00046935,Almond,Section Level Rate,Chlorpyrifos
1/16/2000,0.00044,Almond,Section Level Rate,Chlorpyrifos
1/17/2000,0.00043185,Almond,Section Level Rate,Chlorpyrifos
1/18/2000,0.00042437,Almond,Section Level Rate,Chlorpyrifos
1/19/2000,0.00041705,Almond,Section Level Rate,Chlorpyrifos
1/20/2000,0.00040985,Almond,Section Level Rate,Chlorpyrifos
1/21/2000,0.00040271,Almond,Section Level Rate,Chlorpyrifos
1/22/2000,0.00039581,Almond,Section Level Rate,Chlorpyrifos
1/23/2000,0.00038901,Almond,Section Level Rate,Chlorpyrifos
1/24/2000,0.00038231,Almond,Section Level Rate,Chlorpyrifos
1/25/2000,0.00037572,Almond,Section Level Rate,Chlorpyrifos
1/26/2000,3.1573,Almond,Section Level Rate,Chlorpyrifos
1/27/2000,0.073211,Almond,Section Level Rate,Chlorpyrifos
1/28/2000,0.0030671,Almond,Section Level Rate,Chlorpyrifos
1/29/2000,0.0012995,Almond,Section Level Rate,Chlorpyrifos
1/30/2000,0.0012344,Almond,Section Level Rate,Chlorpyrifos
1/31/2000,11.171,Almond,Section Level Rate,Chlorpyrifos
2/1/2000,0.19632,Almond,Section Level Rate,Chlorpyrifos
2/2/2000,0.0091834,Almond,Section Level Rate,Chlorpyrifos
2/3/2000,0.0044519,Almond,Section Level Rate,Chlorpyrifos
2/4/2000,0.0042614,Almond,Section Level Rate,Chlorpyrifos
2/5/2000,0.0041856,Almond,Section Level Rate,Chlorpyrifos
2/6/2000,0.0041138,Almond,Section Level Rate,Chlorpyrifos
2/7/2000,0.0040433,Almond,Section Level Rate,Chlorpyrifos
2/8/2000,0.0039739,Almond,Section Level Rate,Chlorpyrifos
2/9/2000,0.0039058,Almond,Section Level Rate,Chlorpyrifos
2/10/2000,0.0038389,Almond,Section Level Rate,Chlorpyrifos
2/11/2000,0.0037728,Almond,Section Level Rate,Chlorpyrifos
2/12/2000,0.0037083,Almond,Section Level Rate,Chlorpyrifos
2/13/2000,0.0036449,Almond,Section Level Rate,Chlorpyrifos
2/14/2000,2.8668,Almond,Section Level Rate,Chlorpyrifos
2/15/2000,0.87747,Almond,Section Level Rate,Chlorpyrifos
2/16/2000,0.025601,Almond,Section Level Rate,Chlorpyrifos
2/17/2000,0.0049799,Almond,Section Level Rate,Chlorpyrifos
2/18/2000,0.0043919,Almond,Section Level Rate,Chlorpyrifos
2/19/2000,1.2512,Almond,Section Level Rate,Chlorpyrifos
2/20/2000,0.034117,Almond,Section Level Rate,Chlorpyrifos
2/21/2000,0.0052544,Almond,Section Level Rate,Chlorpyrifos
2/22/2000,0.00446,Almond,Section Level Rate,Chlorpyrifos
2/23/2000,0.0043656,Almond,Section Level Rate,Chlorpyrifos
2/24/2000,0.00429,Almond,Section Level Rate,Chlorpyrifos
2/25/2000,0.0042161,Almond,Section Level Rate,Chlorpyrifos
2/26/2000,0.1246,Almond,Section Level Rate,Chlorpyrifos
2/27/2000,0.0070826,Almond,Section Level Rate,Chlorpyrifos
2/28/2000,0.49896,Almond,Section Level Rate,Chlorpyrifos
2/29/2000,0.01614,Almond,Section Level Rate,Chlorpyrifos
3/1/2000,0.0043409,Almond,Section Level Rate,Chlorpyrifos
3/2/2000,0.0039789,Almond,Section Level Rate,Chlorpyrifos
3/3/2000,0.0039028,Almond,Section Level Rate,Chlorpyrifos
3/4/2000,0.0038351,Almond,Section Level Rate,Chlorpyrifos
3/5/2000,0.0037686,Almond,Section Level Rate,Chlorpyrifos
3/6/2000,0.0037033,Almond,Section Level Rate,Chlorpyrifos
3/7/2000,0.0036391,Almond,Section Level Rate,Chlorpyrifos
3/8/2000,0.0035756,Almond,Section Level Rate,Chlorpyrifos
3/9/2000,0.0035136,Almond,Section Level Rate,Chlorpyrifos
3/10/2000,0.0034515,Almond,Section Level Rate,Chlorpyrifos
3/11/2000,0.0033919,Almond,Section Level Rate,Chlorpyrifos
3/12/2000,7.8161,Almond,Section Level Rate,Chlorpyrifos
3/13/2000,0.12998,Almond,Section Level Rate,Chlorpyrifos
3/14/2000,0.0085661,Almond,Section Level Rate,Chlorpyrifos
3/15/2000,0.0054555,Almond,Section Level Rate,Chlorpyrifos
3/16/2000,0.0052867,Almond,Section Level Rate,Chlorpyrifos
3/17/2000,1.6945,Almond,Section Level Rate,Chlorpyrifos
3/18/2000,0.043711,Almond,Section Level Rate,Chlorpyrifos
3/19/2000,0.0064504,Almond,Section Level Rate,Chlorpyrifos
3/20/2000,0.00543,Almond,Section Level Rate,Chlorpyrifos
3/21/2000,0.0053124,Almond,Section Level Rate,Chlorpyrifos
3/22/2000,0.0052189,Almond,Section Level Rate,Chlorpyrifos
3/23/2000,0.0051277,Almond,Section Level Rate,Chlorpyrifos
3/24/2000,0.0050379,Almond,Section Level Rate,Chlorpyrifos
3/25/2000,0.0049493,Almond,Section Level Rate,Chlorpyrifos
3/26/2000,0.004862,Almond,Section Level Rate,Chlorpyrifos
3/27/2000,0.0047769,Almond,Section Level Rate,Chlorpyrifos
3/28/2000,1.7315,Almond,Section Level Rate,Chlorpyrifos
3/29/2000,0.043519,Almond,Section Level Rate,Chlorpyrifos
3/30/2000,0.0059834,Almond,Section Level Rate,Chlorpyrifos
3/31/2000,0.0049649,Almond,Section Level Rate,Chlorpyrifos
4/1/2000,0.0048552,Almond,Section Level Rate,Chlorpyrifos
4/2/2000,0.004769,Almond,Section Level Rate,Chlorpyrifos
4/3/2000,0.004685,Almond,Section Level Rate,Chlorpyrifos
4/4/2000,0.35296,Almond,Section Level Rate,Chlorpyrifos
4/5/2000,0.013054,Almond,Section Level Rate,Chlorpyrifos
4/6/2000,0.004751,Almond,Section Level Rate,Chlorpyrifos
4/7/2000,0.0044673,Almond,Section Level Rate,Chlorpyrifos
4/8/2000,0.0043833,Almond,Section Level Rate,Chlorpyrifos
4/9/2000,0.44443,Almond,Section Level Rate,Chlorpyrifos
4/10/2000,0.014918,Almond,Section Level Rate,Chlorpyrifos
4/11/2000,0.0045448,Almond,Section Level Rate,Chlorpyrifos
4/12/2000,0.0042135,Almond,Section Level Rate,Chlorpyrifos
4/13/2000,0.0041332,Almond,Section Level Rate,Chlorpyrifos
4/14/2000,0.0040602,Almond,Section Level Rate,Chlorpyrifos
4/15/2000,0.0039883,Almond,Section Level Rate,Chlorpyrifos
4/16/2000,0.0039182,Almond,Section Level Rate,Chlorpyrifos
4/17/2000,0.0038486,Almond,Section Level Rate,Chlorpyrifos
4/18/2000,1.386,Almond,Section Level Rate,Chlorpyrifos
4/19/2000,0.034672,Almond,Section Level Rate,Chlorpyrifos
4/20/2000,0.0048051,Almond,Section Level Rate,Chlorpyrifos
4/21/2000,0.0039927,Almond,Section Level Rate,Chlorpyrifos
4/22/2000,2.0998,Almond,Section Level Rate,Chlorpyrifos
4/23/2000,0.047062,Almond,Section Level Rate,Chlorpyrifos
4/24/2000,0.0054255,Almond,Section Level Rate,Chlorpyrifos
4/25/2000,0.0043183,Almond,Section Level Rate,Chlorpyrifos
4/26/2000,0.0042168,Almond,Section Level Rate,Chlorpyrifos
4/27/2000,0.0041417,Almond,Section Level Rate,Chlorpyrifos
4/28/2000,0.0040678,Almond,Section Level Rate,Chlorpyrifos
4/29/2000,0.0039962,Almond,Section Level Rate,Chlorpyrifos
4/30/2000,0.003925,Almond,Section Level Rate,Chlorpyrifos
5/1/2000,0.0038555,Almond,Section Level Rate,Chlorpyrifos
5/2/2000,0.0037869,Almond,Section Level Rate,Chlorpyrifos
5/3/2000,0.0037201,Almond,Section Level Rate,Chlorpyrifos
5/4/2000,0.0036539,Almond,Section Level Rate,Chlorpyrifos
5/5/2000,0.003589,Almond,Section Level Rate,Chlorpyrifos
5/6/2000,0.0035248,Almond,Section Level Rate,Chlorpyrifos
5/7/2000,0.003462,Almond,Section Level Rate,Chlorpyrifos
5/8/2000,0.0034001,Almond,Section Level Rate,Chlorpyrifos
5/9/2000,0.0033392,Almond,Section Level Rate,Chlorpyrifos
5/10/2000,0.76569,Almond,Section Level Rate,Chlorpyrifos
5/11/2000,0.45398,Almond,Section Level Rate,Chlorpyrifos
5/12/2000,0.014121,Almond,Section Level Rate,Chlorpyrifos
5/13/2000,0.32092,Almond,Section Level Rate,Chlorpyrifos
5/14/2000,0.067966,Almond,Section Level Rate,Chlorpyrifos
5/15/2000,0.0050129,Almond,Section Level Rate,Chlorpyrifos
5/16/2000,0.0034068,Almond,Section Level Rate,Chlorpyrifos
5/17/2000,0.0033075,Almond,Section Level Rate,Chlorpyrifos
5/18/2000,0.0032458,Almond,Section Level Rate,Chlorpyrifos
5/19/2000,0.048423,Almond,Section Level Rate,Chlorpyrifos
5/20/2000,0.69376,Almond,Section Level Rate,Chlorpyrifos
5/21/2000,0.018737,Almond,Section Level Rate,Chlorpyrifos
5/22/2000,0.0036094,Almond,Section Level Rate,Chlorpyrifos
5/23/2000,0.063915,Almond,Section Level Rate,Chlorpyrifos
5/24/2000,1.003,Almond,Section Level Rate,Chlorpyrifos
5/25/2000,0.024182,Almond,Section Level Rate,Chlorpyrifos
5/26/2000,0.0038152,Almond,Section Level Rate,Chlorpyrifos
5/27/2000,0.0032524,Almond,Section Level Rate,Chlorpyrifos
5/28/2000,0.0031809,Almond,Section Level Rate,Chlorpyrifos
5/29/2000,0.0031221,Almond,Section Level Rate,Chlorpyrifos
5/30/2000,0.0030648,Almond,Section Level Rate,Chlorpyrifos
5/31/2000,0.0030084,Almond,Section Level Rate,Chlorpyrifos
6/1/2000,0.0029533,Almond,Section Level Rate,Chlorpyrifos
6/2/2000,0.0028984,Almond,Section Level Rate,Chlorpyrifos
6/3/2000,0.0028442,Almond,Section Level Rate,Chlorpyrifos
6/4/2000,0.0027926,Almond,Section Level Rate,Chlorpyrifos
6/5/2000,0.0027404,Almond,Section Level Rate,Chlorpyrifos
6/6/2000,0.029433,Almond,Section Level Rate,Chlorpyrifos
6/7/2000,5.1703,Almond,Section Level Rate,Chlorpyrifos
6/8/2000,0.026825,Almond,Section Level Rate,Chlorpyrifos
6/9/2000,0.0045683,Almond,Section Level Rate,Chlorpyrifos
6/10/2000,0.0039443,Almond,Section Level Rate,Chlorpyrifos
6/11/2000,0.0038583,Almond,Section Level Rate,Chlorpyrifos
6/12/2000,0.47062,Almond,Section Level Rate,Chlorpyrifos
6/13/2000,0.01419,Almond,Section Level Rate,Chlorpyrifos
6/14/2000,0.004035,Almond,Section Level Rate,Chlorpyrifos
6/15/2000,0.0037161,Almond,Section Level Rate,Chlorpyrifos
6/16/2000,0.0036417,Almond,Section Level Rate,Chlorpyrifos
6/17/2000,0.0035739,Almond,Section Level Rate,Chlorpyrifos
6/18/2000,0.0035082,Almond,Section Level Rate,Chlorpyrifos
6/19/2000,0.0034424,Almond,Section Level Rate,Chlorpyrifos
6/20/2000,0.0033787,Almond,Section Level Rate,Chlorpyrifos
6/21/2000,0.003314,Almond,Section Level Rate,Chlorpyrifos
6/22/2000,0.032762,Almond,Section Level Rate,Chlorpyrifos
6/23/2000,0.0039209,Almond,Section Level Rate,Chlorpyrifos
6/24/2000,0.0031582,Almond,Section Level Rate,Chlorpyrifos
6/25/2000,0.0030805,Almond,Section Level Rate,Chlorpyrifos
6/26/2000,0.0030209,Almond,Section Level Rate,Chlorpyrifos
6/27/2000,0.0029637,Almond,Section Level Rate,Chlorpyrifos
6/28/2000,0.002909,Almond,Section Level Rate,Chlorpyrifos
6/29/2000,0.0028543,Almond,Section Level Rate,Chlorpyrifos
6/30/2000,0.002798,Almond,Section Level Rate,Chlorpyrifos
7/1/2000,0.0027458,Almond,Section Level Rate,Chlorpyrifos
7/2/2000,0.0026938,Almond,Section Level Rate,Chlorpyrifos
7/3/2000,0.0026419,Almond,Section Level Rate,Chlorpyrifos
7/4/2000,0.0025913,Almond,Section Level Rate,Chlorpyrifos
7/5/2000,0.0025413,Almond,Section Level Rate,Chlorpyrifos
7/6/2000,0.0024932,Almond,Section Level Rate,Chlorpyrifos
7/7/2000,0.0024446,Almond,Section Level Rate,Chlorpyrifos
7/8/2000,0.0023978,Almond,Section Level Rate,Chlorpyrifos
7/9/2000,0.0023519,Almond,Section Level Rate,Chlorpyrifos
7/10/2000,0.0023063,Almond,Section Level Rate,Chlorpyrifos
7/11/2000,0.0022623,Almond,Section Level Rate,Chlorpyrifos
7/12/2000,0.0022195,Almond,Section Level Rate,Chlorpyrifos
7/13/2000,0.0021771,Almond,Section Level Rate,Chlorpyrifos
7/14/2000,0.0021346,Almond,Section Level Rate,Chlorpyrifos
7/15/2000,0.0020919,Almond,Section Level Rate,Chlorpyrifos
7/16/2000,2.3584,Almond,Section Level Rate,Chlorpyrifos
7/17/2000,0.02145,Almond,Section Level Rate,Chlorpyrifos
7/18/2000,0.0031006,Almond,Section Level Rate,Chlorpyrifos
7/19/2000,0.0025977,Almond,Section Level Rate,Chlorpyrifos
7/20/2000,0.0025374,Almond,Section Level Rate,Chlorpyrifos
7/21/2000,0.002488,Almond,Section Level Rate,Chlorpyrifos
7/22/2000,0.00244,Almond,Section Level Rate,Chlorpyrifos
7/23/2000,0.0023939,Almond,Section Level Rate,Chlorpyrifos
7/24/2000,0.0023487,Almond,Section Level Rate,Chlorpyrifos
7/25/2000,0.0023036,Almond,Section Level Rate,Chlorpyrifos
7/26/2000,0.002259,Almond,Section Level Rate,Chlorpyrifos
7/27/2000,0.0022151,Almond,Section Level Rate,Chlorpyrifos
7/28/2000,0.0021732,Almond,Section Level Rate,Chlorpyrifos
7/29/2000,0.0021313,Almond,Section Level Rate,Chlorpyrifos
7/30/2000,0.0020911,Almond,Section Level Rate,Chlorpyrifos
7/31/2000,0.0020504,Almond,Section Level Rate,Chlorpyrifos
8/1/2000,0.0020117,Almond,Section Level Rate,Chlorpyrifos
8/2/2000,0.0019736,Almond,Section Level Rate,Chlorpyrifos
8/3/2000,0.0019361,Almond,Section Level Rate,Chlorpyrifos
8/4/2000,0.0018994,Almond,Section Level Rate,Chlorpyrifos
8/5/2000,0.0018633,Almond,Section Level Rate,Chlorpyrifos
8/6/2000,0.0018273,Almond,Section Level Rate,Chlorpyrifos
8/7/2000,0.0017912,Almond,Section Level Rate,Chlorpyrifos
8/8/2000,0.0017576,Almond,Section Level Rate,Chlorpyrifos
8/9/2000,0.001724,Almond,Section Level Rate,Chlorpyrifos
8/10/2000,0.001691,Almond,Section Level Rate,Chlorpyrifos
8/11/2000,0.0016592,Almond,Section Level Rate,Chlorpyrifos
8/12/2000,0.0016268,Almond,Section Level Rate,Chlorpyrifos
8/13/2000,0.32307,Almond,Section Level Rate,Chlorpyrifos
8/14/2000,0.0083996,Almond,Section Level Rate,Chlorpyrifos
8/15/2000,0.001794,Almond,Section Level Rate,Chlorpyrifos
8/16/2000,0.0015996,Almond,Section Level Rate,Chlorpyrifos
8/17/2000,0.0015652,Almond,Section Level Rate,Chlorpyrifos
8/18/2000,0.001536,Almond,Section Level Rate,Chlorpyrifos
8/19/2000,0.0015063,Almond,Section Level Rate,Chlorpyrifos
8/20/2000,0.0014772,Almond,Section Level Rate,Chlorpyrifos
8/21/2000,0.0014494,Almond,Section Level Rate,Chlorpyrifos
8/22/2000,0.001422,Almond,Section Level Rate,Chlorpyrifos
8/23/2000,0.0013941,Almond,Section Level Rate,Chlorpyrifos
8/24/2000,0.10755,Almond,Section Level Rate,Chlorpyrifos
8/25/2000,0.0038434,Almond,Section Level Rate,Chlorpyrifos
8/26/2000,0.001408,Almond,Section Level Rate,Chlorpyrifos
8/27/2000,0.0013226,Almond,Section Level Rate,Chlorpyrifos
8/28/2000,0.0012957,Almond,Section Level Rate,Chlorpyrifos
8/29/2000,0.0012705,Almond,Section Level Rate,Chlorpyrifos
8/30/2000,0.0012464,Almond,Section Level Rate,Chlorpyrifos
8/31/2000,0.0012227,Almond,Section Level Rate,Chlorpyrifos
9/1/2000,0.0011994,Almond,Section Level Rate,Chlorpyrifos
9/2/2000,0.10587,Almond,Section Level Rate,Chlorpyrifos
9/3/2000,0.0036088,Almond,Section Level Rate,Chlorpyrifos
9/4/2000,0.0012216,Almond,Section Level Rate,Chlorpyrifos
9/5/2000,0.0011405,Almond,Section Level Rate,Chlorpyrifos
9/6/2000,0.0011178,Almond,Section Level Rate,Chlorpyrifos
9/7/2000,0.0010967,Almond,Section Level Rate,Chlorpyrifos
9/8/2000,0.0010757,Almond,Section Level Rate,Chlorpyrifos
9/9/2000,0.0010555,Almond,Section Level Rate,Chlorpyrifos
9/10/2000,0.0010354,Almond,Section Level Rate,Chlorpyrifos
9/11/2000,0.0010154,Almond,Section Level Rate,Chlorpyrifos
9/12/2000,0.00099591,Almond,Section Level Rate,Chlorpyrifos
9/13/2000,0.98224,Almond,Section Level Rate,Chlorpyrifos
9/14/2000,0.011102,Almond,Section Level Rate,Chlorpyrifos
9/15/2000,0.0014603,Almond,Section Level Rate,Chlorpyrifos
9/16/2000,0.0011991,Almond,Section Level Rate,Chlorpyrifos
9/17/2000,0.0011707,Almond,Section Level Rate,Chlorpyrifos
9/18/2000,0.0011487,Almond,Section Level Rate,Chlorpyrifos
9/19/2000,0.0011271,Almond,Section Level Rate,Chlorpyrifos
9/20/2000,0.0011056,Almond,Section Level Rate,Chlorpyrifos
9/21/2000,0.0010842,Almond,Section Level Rate,Chlorpyrifos
9/22/2000,0.0010641,Almond,Section Level Rate,Chlorpyrifos
9/23/2000,0.0010438,Almond,Section Level Rate,Chlorpyrifos
9/24/2000,0.0010243,Almond,Section Level Rate,Chlorpyrifos
9/25/2000,0.0010049,Almond,Section Level Rate,Chlorpyrifos
9/26/2000,0.00098569,Almond,Section Level Rate,Chlorpyrifos
9/27/2000,0.00096724,Almond,Section Level Rate,Chlorpyrifos
9/28/2000,0.00094928,Almond,Section Level Rate,Chlorpyrifos
9/29/2000,0.00093185,Almond,Section Level Rate,Chlorpyrifos
9/30/2000,0.00091445,Almond,Section Level Rate,Chlorpyrifos
10/1/2000,0.00089746,Almond,Section Level Rate,Chlorpyrifos
10/2/2000,0.0008809,Almond,Section Level Rate,Chlorpyrifos
10/3/2000,0.00086446,Almond,Section Level Rate,Chlorpyrifos
10/4/2000,0.00084864,Almond,Section Level Rate,Chlorpyrifos
10/5/2000,0.00083279,Almond,Section Level Rate,Chlorpyrifos
10/6/2000,0.35028,Almond,Section Level Rate,Chlorpyrifos
10/7/2000,0.0069747,Almond,Section Level Rate,Chlorpyrifos
10/8/2000,0.001037,Almond,Section Level Rate,Chlorpyrifos
10/9/2000,0.00087396,Almond,Section Level Rate,Chlorpyrifos
10/10/2000,0.00085437,Almond,Section Level Rate,Chlorpyrifos
10/11/2000,0.00083854,Almond,Section Level Rate,Chlorpyrifos
10/12/2000,0.00082335,Almond,Section Level Rate,Chlorpyrifos
10/13/2000,0.00080837,Almond,Section Level Rate,Chlorpyrifos
10/14/2000,0.00079361,Almond,Section Level Rate,Chlorpyrifos
10/15/2000,0.00077921,Almond,Section Level Rate,Chlorpyrifos
10/16/2000,0.00076495,Almond,Section Level Rate,Chlorpyrifos
10/17/2000,0.0007509,Almond,Section Level Rate,Chlorpyrifos
10/18/2000,0.083191,Almond,Section Level Rate,Chlorpyrifos
10/19/2000,0.091367,Almond,Section Level Rate,Chlorpyrifos
10/20/2000,0.0027894,Almond,Section Level Rate,Chlorpyrifos
10/21/2000,0.00079675,Almond,Section Level Rate,Chlorpyrifos
10/22/2000,0.00073399,Almond,Section Level Rate,Chlorpyrifos
10/23/2000,0.0007196,Almond,Section Level Rate,Chlorpyrifos
10/24/2000,0.00070656,Almond,Section Level Rate,Chlorpyrifos
10/25/2000,0.00069384,Almond,Section Level Rate,Chlorpyrifos
10/26/2000,0.00068124,Almond,Section Level Rate,Chlorpyrifos
10/27/2000,0.00066889,Almond,Section Level Rate,Chlorpyrifos
10/28/2000,0.00065659,Almond,Section Level Rate,Chlorpyrifos
10/29/2000,0.00064464,Almond,Section Level Rate,Chlorpyrifos
10/30/2000,0.00063304,Almond,Section Level Rate,Chlorpyrifos
10/31/2000,0.00062163,Almond,Section Level Rate,Chlorpyrifos
11/1/2000,0.00061047,Almond,Section Level Rate,Chlorpyrifos
11/2/2000,0.00059953,Almond,Section Level Rate,Chlorpyrifos
11/3/2000,0.00058886,Almond,Section Level Rate,Chlorpyrifos
11/4/2000,0.00057827,Almond,Section Level Rate,Chlorpyrifos
11/5/2000,0.00056781,Almond,Section Level Rate,Chlorpyrifos
11/6/2000,0.00055764,Almond,Section Level Rate,Chlorpyrifos
11/7/2000,0.00054773,Almond,Section Level Rate,Chlorpyrifos
11/8/2000,0.00053796,Almond,Section Level Rate,Chlorpyrifos
11/9/2000,0.00052827,Almond,Section Level Rate,Chlorpyrifos
11/10/2000,0.00051846,Almond,Section Level Rate,Chlorpyrifos
11/11/2000,0.0097961,Almond,Section Level Rate,Chlorpyrifos
11/12/2000,0.00072983,Almond,Section Level Rate,Chlorpyrifos
11/13/2000,0.00049968,Almond,Section Level Rate,Chlorpyrifos
11/14/2000,0.00048536,Almond,Section Level Rate,Chlorpyrifos
11/15/2000,0.016868,Almond,Section Level Rate,Chlorpyrifos
11/16/2000,0.00086921,Almond,Section Level Rate,Chlorpyrifos
11/17/2000,0.00047423,Almond,Section Level Rate,Chlorpyrifos
11/18/2000,0.00045638,Almond,Section Level Rate,Chlorpyrifos
11/19/2000,0.00044805,Almond,Section Level Rate,Chlorpyrifos
11/20/2000,0.0004401,Almond,Section Level Rate,Chlorpyrifos
11/21/2000,0.00043227,Almond,Section Level Rate,Chlorpyrifos
11/22/2000,0.00042462,Almond,Section Level Rate,Chlorpyrifos
11/23/2000,0.00041714,Almond,Section Level Rate,Chlorpyrifos
11/24/2000,0.00040984,Almond,Section Level Rate,Chlorpyrifos
11/25/2000,0.00040263,Almond,Section Level Rate,Chlorpyrifos
11/26/2000,0.00039553,Almond,Section Level Rate,Chlorpyrifos
11/27/2000,0.0014535,Almond,Section Level Rate,Chlorpyrifos
11/28/2000,0.00040837,Almond,Section Level Rate,Chlorpyrifos
11/29/2000,0.00037601,Almond,Section Level Rate,Chlorpyrifos
11/30/2000,0.00036876,Almond,Section Level Rate,Chlorpyrifos
12/1/2000,0.0003623,Almond,Section Level Rate,Chlorpyrifos
12/2/2000,0.00035596,Almond,Section Level Rate,Chlorpyrifos
12/3/2000,0.00034974,Almond,Section Level Rate,Chlorpyrifos
12/4/2000,0.00034363,Almond,Section Level Rate,Chlorpyrifos
12/5/2000,0.00033762,Almond,Section Level Rate,Chlorpyrifos
12/6/2000,0.00033173,Almond,Section Level Rate,Chlorpyrifos
12/7/2000,0.00032597,Almond,Section Level Rate,Chlorpyrifos
12/8/2000,0.00032031,Almond,Section Level Rate,Chlorpyrifos
12/9/2000,0.00031474,Almond,Section Level Rate,Chlorpyrifos
12/10/2000,0.00030928,Almond,Section Level Rate,Chlorpyrifos
12/11/2000,0.00030391,Almond,Section Level Rate,Chlorpyrifos
12/12/2000,0.00029861,Almond,Section Level Rate,Chlorpyrifos
12/13/2000,0.00029342,Almond,Section Level Rate,Chlorpyrifos
12/14/2000,0.00028835,Almond,Section Level Rate,Chlorpyrifos
12/15/2000,0.0068615,Almond,Section Level Rate,Chlorpyrifos
12/16/2000,0.00044166,Almond,Section Level Rate,Chlorpyrifos
12/17/2000,0.30156,Almond,Section Level Rate,Chlorpyrifos
12/18/2000,0.38791,Almond,Section Level Rate,Chlorpyrifos
12/19/2000,0.0033526,Almond,Section Level Rate,Chlorpyrifos
12/20/2000,0.00052526,Almond,Section Level Rate,Chlorpyrifos
12/21/2000,0.00044733,Almond,Section Level Rate,Chlorpyrifos
12/22/2000,0.00043792,Almond,Section Level Rate,Chlorpyrifos
12/23/2000,0.0004303,Almond,Section Level Rate,Chlorpyrifos
12/24/2000,0.00042287,Almond,Section Level Rate,Chlorpyrifos
12/25/2000,0.00041555,Almond,Section Level Rate,Chlorpyrifos
12/26/2000,0.00040838,Almond,Section Level Rate,Chlorpyrifos
12/27/2000,0.00040135,Almond,Section Level Rate,Chlorpyrifos
12/28/2000,0.00039443,Almond,Section Level Rate,Chlorpyrifos
12/29/2000,0.00038764,Almond,Section Level Rate,Chlorpyrifos
12/30/2000,0.00038097,Almond,Section Level Rate,Chlorpyrifos
12/31/2000,0.053246,Almond,Section Level Rate,Chlorpyrifos
1/1/2001,0.0015214,Almond,Section Level Rate,Chlorpyrifos
1/2/2001,0.00040506,Almond,Section Level Rate,Chlorpyrifos
1/3/2001,0.00037097,Almond,Section Level Rate,Chlorpyrifos
1/4/2001,0.00036393,Almond,Section Level Rate,Chlorpyrifos
1/5/2001,0.00035765,Almond,Section Level Rate,Chlorpyrifos
1/6/2001,0.00035147,Almond,Section Level Rate,Chlorpyrifos
1/7/2001,0.00034544,Almond,Section Level Rate,Chlorpyrifos
1/8/2001,0.0003395,Almond,Section Level Rate,Chlorpyrifos
1/9/2001,0.00033365,Almond,Section Level Rate,Chlorpyrifos
1/10/2001,0.00032791,Almond,Section Level Rate,Chlorpyrifos
1/11/2001,0.00032227,Almond,Section Level Rate,Chlorpyrifos
1/12/2001,0.00031673,Almond,Section Level Rate,Chlorpyrifos
1/13/2001,0.00031128,Almond,Section Level Rate,Chlorpyrifos
1/14/2001,0.00030592,Almond,Section Level Rate,Chlorpyrifos
1/15/2001,0.00030066,Almond,Section Level Rate,Chlorpyrifos
1/16/2001,0.00029549,Almond,Section Level Rate,Chlorpyrifos
1/17/2001,0.00029041,Almond,Section Level Rate,Chlorpyrifos
1/18/2001,0.00028541,Almond,Section Level Rate,Chlorpyrifos
1/19/2001,0.0002805,Almond,Section Level Rate,Chlorpyrifos
1/20/2001,0.00027561,Almond,Section Level Rate,Chlorpyrifos
1/21/2001,0.00027087,Almond,Section Level Rate,Chlorpyrifos
1/22/2001,0.00026626,Almond,Section Level Rate,Chlorpyrifos
1/23/2001,0.00026169,Almond,Section Level Rate,Chlorpyrifos
1/24/2001,0.00025719,Almond,Section Level Rate,Chlorpyrifos
1/25/2001,0.00025276,Almond,Section Level Rate,Chlorpyrifos
1/26/2001,0.0002484,Almond,Section Level Rate,Chlorpyrifos
1/27/2001,0.00024413,Almond,Section Level Rate,Chlorpyrifos
1/28/2001,0.00023992,Almond,Section Level Rate,Chlorpyrifos
1/29/2001,0.00023578,Almond,Section Level Rate,Chlorpyrifos
1/30/2001,0.00023172,Almond,Section Level Rate,Chlorpyrifos
1/31/2001,2.3122,Almond,Section Level Rate,Chlorpyrifos
2/1/2001,0.054677,Almond,Section Level Rate,Chlorpyrifos
2/2/2001,0.0022322,Almond,Section Level Rate,Chlorpyrifos
2/3/2001,0.00091147,Almond,Section Level Rate,Chlorpyrifos
2/4/2001,0.00086388,Almond,Section Level Rate,Chlorpyrifos
2/5/2001,0.0008482,Almond,Section Level Rate,Chlorpyrifos
2/6/2001,0.0008332,Almond,Section Level Rate,Chlorpyrifos
2/7/2001,0.00081876,Almond,Section Level Rate,Chlorpyrifos
2/8/2001,0.00080492,Almond,Section Level Rate,Chlorpyrifos
2/9/2001,0.00079111,Almond,Section Level Rate,Chlorpyrifos
2/10/2001,0.00077737,Almond,Section Level Rate,Chlorpyrifos
2/11/2001,0.00076398,Almond,Section Level Rate,Chlorpyrifos
2/12/2001,0.00075081,Almond,Section Level Rate,Chlorpyrifos
2/13/2001,0.00073786,Almond,Section Level Rate,Chlorpyrifos
2/14/2001,0.00072512,Almond,Section Level Rate,Chlorpyrifos
